1,1,신규 가게 오픈 후기입니다,을지로에 라멘집을 오픈한 지 한 달이 지났습니다. 초반 마케팅 방법과 고객 반응을 공유합니다.,47,2025-03-18 00:21:40,2025-03-31 05:32:19
2,1,직원 채용 어떻게 하시나요?,주방 보조와 홀 서빙 직원을 구하기가 너무 어렵습니다. 다들 어떤 방법으로 채용하시나요?,1,2025-03-18 00:21:40,2025-03-21 00:18:35
3,1,배달앱 수수료 협상 팁,배달앱 수수료 협상에 성공한 사례가 있으신가요? 어떻게 접근하셨는지 조언 부탁드립니다.,10,2025-03-18 00:21:40,2025-03-25 01:08:08
4,1,식자재 가격 상승 대응 방법,최근 식자재 가격이 너무 올라서 걱정입니다. 원가 절감 팁이나 메뉴 가격 조정 방법 공유해주세요.,4,2025-03-18 00:21:40,2025-03-25 01:19:05
5,1,주방 동선 개선 사례,좁은 주방에서 효율적인 동선을 만들기 위해 레이아웃을 바꿨습니다. 사진과 함께 개선 사례를 공유합니다.,9,2025-03-18 00:21:40,2025-03-25 01:04:20
6,1,월세 협상 방법 조언 부탁드립니다,계약 갱신 시점에 도달했는데 건물주가 월세 인상을 요구합니다. 협상 방법 조언 부탁드립니다.,0,2025-03-18 00:21:40,2025-03-18 00:21:40
7,1,홀 매출과 배달 매출 밸런스,"홀과 배달 주문 모두 받고 있는데, 피크타임에 주방이 따라가지 못합니다. 어떻게 밸런스를 맞추시나요?",0,2025-03-18 00:21:40,2025-03-18 00:21:40
8,1,위생 점검 대비 체크리스트,다음 주에 위생 점검이 예정되어 있습니다. 놓치기 쉬운 부분이나 체크리스트 공유 부탁드립니다.,0,2025-03-18 00:21:40,2025-03-18 00:21:40
9,1,중고 주방 기기 판매합니다,가게 리모델링으로 사용하던 오븐과 그릴 판매합니다. 2년 사용했고 상태 양호합니다.,4,2025-03-18 00:21:40,2025-03-20 15:55:17
10,1,인기 메뉴 원가 분석 공유,저희 가게 인기 메뉴 5개의 원가 분석을 해봤습니다. 원가율과 판매가 설정 방법 공유합니다.,2,2025-03-18 00:21:40,2025-03-25 01:08:26
11,1,신입 사장님 창업 조언 부탁드립니다,카페 창업을 준비 중인 예비 사장입니다. 초보자가 꼭 알아야 할 점을 알려주세요.,1,2025-03-18 00:21:40,2025-03-25 01:14:53
12,1,단체 손님 응대 노하우,30명 이상 단체 예약을 효율적으로 받는 방법과 메뉴 구성 팁을 공유합니다.,0,2025-03-18 00:21:40,2025-03-18 00:21:40
13,1,카드 수수료 줄이는 방법,카드 수수료가 부담됩니다. 다들 어떤 카드사와 계약하시나요? 협상 팁도 부탁드립니다.,1,2025-03-18 00:21:40,2025-03-25 01:29:53
14,1,주말 브런치 메뉴 구성,주말 브런치 메뉴를 도입하려고 합니다. 준비하기 쉽고 인기 있는 메뉴 추천해주세요.,0,2025-03-18 00:21:40,2025-03-18 00:21:40
15,1,배달 포장재 도매처 공유,친환경 배달 포장재 좋은 도매처를 찾았습니다. 가격과 품질 정보 공유합니다.,1,2025-03-18 00:21:40,2025-03-25 03:56:59
16,1,여름철 식중독 예방 팁,무더운 여름철 식중독 예방을 위한 식자재 관리법과 주방 위생 관리 노하우를 공유합니다.,1,2025-03-18 00:21:40,2025-03-31 05:45:34
17,1,손익분기점 계산 방법,식당 운영 시 손익분기점을 어떻게 계산하시나요? 고정비와 변동비 산정 방법 궁금합니다.,2,2025-03-18 00:21:40,2025-03-27 01:37:57
18,1,알바생 교육 매뉴얼 공유,신입 알바생 교육용 매뉴얼을 만들었습니다. 기본 서빙 방법과 POS 사용법이 담겨있습니다.,1,2025-03-18 00:21:40,2025-03-25 01:31:44
19,1,임대차 계약 갱신 문의,5년 계약이 끝나가는데 임대차보호법상 어떤 권리가 있는지 경험자분들 조언 부탁드립니다.,0,2025-03-18 00:21:40,2025-03-18 00:21:40
20,1,신메뉴 반응 테스트 방법,신메뉴 출시 전에 고객 반응을 테스트하는 좋은 방법이 있을까요? 경험 공유 부탁드립니다.,0,2025-03-18 00:21:40,2025-03-18 00:21:40
21,1,세무 신고 팁과 주의사항,종합소득세 신고 시즌입니다. 식당 운영자가 알아야 할 세금 공제 항목과 팁 공유합니다.,1,2025-03-18 00:21:40,2025-03-25 01:27:38
22,1,음식점 인테리어 업체 추천,합리적인 가격에 인테리어 공사 잘하는 업체 추천 부탁드립니다. 20평 규모입니다.,0,2025-03-18 00:21:40,2025-03-18 00:21:40
23,1,메뉴판 리뉴얼 후기,메뉴판을 전면 개편했더니 객단가가 15% 상승했습니다. 메뉴 배치와 디자인 팁 공유합니다.,7,2025-03-18 00:21:40,2025-03-25 01:43:29
24,1,식자재 공동구매 참여자 모집,강남 지역 식당 운영하시는 분들 중 식자재 공동구매 함께하실 분 모집합니다.,4,2025-03-18 00:21:40,2025-03-21 00:07:22
25,1,배달 리뷰 관리 노하우,악성 리뷰 대응과 단골 고객 리뷰 관리 방법에 대한 노하우를 공유합니다.,21,2025-03-18 00:21:40,2025-03-21 00:18:24
26,1,주방 환기 시스템 업체 문의,주방 환기 시스템 설치/수리 잘하는 업체 추천 부탁드립니다. 연기가 너무 많이 차요.,35,2025-03-18 00:21:40,2025-03-21 00:07:40
27,1,가게 휴무일 어떻게 정하세요?,월 1회 휴무에서 주 1회 휴무로 바꾸려고 합니다. 매출 영향이나 직원 만족도는 어떤가요?,2,2025-03-18 00:21:40,2025-03-20 13:31:35
28,1,점심/저녁 메뉴 차별화 전략,점심과 저녁 메뉴를 차별화하여 매출을 올린 사례가 있으시면 공유 부탁드립니다.,19,2025-03-18 00:21:40,2025-03-20 06:59:00
29,1,가게 SNS 운영 팁,인스타그램과 네이버 플레이스를 효과적으로 활용하는 방법과 콘텐츠 아이디어를 공유합니다.,19,2025-03-18 00:21:40,2025-03-25 00:49:25
30,1,창업 1년 차 생존기,이태원에서 펍을 운영한 지 1년이 지났습니다. 힘들었던 점과 극복 방법을 공유합니다.....,28,2025-03-18 00:21:40,2025-04-08 01:32:15
31,21,하이하이,하이룽,188,2025-03-18 04:11:35,2025-04-07 19:09:46
46,21,test,test,6,2025-03-19 09:20:30,2025-04-02 10:27:40
47,21,test,test,14,2025-03-19 09:25:19,2025-03-31 03:31:45
58,19,게시글 url 테스트,string,13,2025-03-21 00:12:02,2025-04-08 01:28:28
59,16,진상손님 퇴치 방법 풀어요,진상손님 오면 소금부터 뿌리세요,21,2025-03-21 00:19:38,2025-03-31 06:00:54
60,21,ttttt,tttttt,14,2025-03-21 00:29:23,2025-04-08 01:28:43
